,date,startup_name,industry_vertical,subvertical,city,investor,investment_type,amount,year,month
2588,2015-07-07,liases foras,real estate rating & analysis,,new delhi,dmg information asia pacific,private equity,414850000.0,2015,7
2589,2015-07-07,eatlo,food delivery platform,,bengaluru,"powai lake ventures, globeinvestor, abhishekh goyal",seed,,2015,7
2590,2015-07-07,indialends,financial tech,,new delhi,"dsg consumer partners, siddharth parekh",private equity,,2015,7
2591,2015-08-07,quinto,food discovery app,,pune,jaydeep barman,seed,,2015,8
2592,2015-08-07,saavn,music streaming app,,mumbai,"tiger global management, bertelsmann india, steadview capital, liberty media, mousse partners, quilvest",private equity,8297000000.0,2015,8
2593,2015-08-07,flytxt,big data & analytics platform,,mumbai,"sunrise capital gmbh, big data investments b.v",private equity,912670000.0,2015,8
2594,2015-08-07,axtria,big data & analytics platform,,india/us,"helion venture partners,amarpreet sawhney, deshpande foundation, fred khosravi, richard s. braddock",private equity,2489100000.0,2015,8
2595,2015-08-07,33coupons,coupon aggregator platform,,kanpur,not disclosed,seed,1659400.0,2015,8
2596,2015-08-07,ampere,electric scooter manufacturer,,coimbatore,ratan tata,seed,,2015,8
2597,2015-08-07,hopping chef,online food-tech platform,,mumbai,mirah hospitality,seed,38995900.0,2015,8
2598,2015-08-07,collectabillia,celebrity fashion brand,,bengaluru,accel,private equity,622275000.0,2015,8
2599,2015-08-07,lendingkart,online finance lending platform,,ahmedabad,"saama capital, mayfield, ashvin chadha, shailesh mehta",private equity,829700000.0,2015,8
2600,2015-08-07,lybrate,healthcare mobile app,,new delhi,"tiger global management, ratan tata, nexus venture partners",private equity,846294000.0,2015,8
2601,2015-08-07,zoomcar,self-driven vehicle rental,,bengaluru,"sequoia capital, empire angels, ngp",private equity,912670000.0,2015,8
2602,2015-09-07,news in shorts,aggregator mobile app,,noida,\\xc2\\xa0tiger global,private equity,1659400000.0,2015,9
2603,2015-09-07,bluestone,online jewellery,,bengaluru,"\\xc2\\xa0ivycap ventures, accel, dragoneer investment group",private equity,1344114000.0,2015,9
2604,2015-09-07,shopsity,fashion info aggregator app,,gurgaon,"\\xc2\\xa0 sandeep aggarwal, teruhide sato",seed,,2015,9
2605,2015-09-07,notesgen,online study notes marketplace,,new delhi,"\\xc2\\xa0rajeev saraf, arvind jha, r. satya narayanan",seed,,2015,9
2606,2015-10-07,infinity assurance,warranty programs service administration,,new delhi,\\xc2\\xa0indian angel network,seed,49782000.0,2015,10
2607,2015-10-07,footprints education,pre-school chain,,gurgaon,"\\xc2\\xa0letsventure, kumar bansal, kshitij jain",seed,56834450.0,2015,10
2608,2015-10-07,loyalty rewards,premium loyalty reward points management,,mumbai,\\xc2\\xa0indianideas.com,private equity,1605469500.0,2015,10
2609,2015-07-13,ameyo,contact center software,,gurgaon,\\xc2\\xa0forum synergies pe fund,private equity,414850000.0,2015,7
2610,2015-07-13,mamagoto,casual restaurant dining chain,,new delhi,\\xc2\\xa0goldman sachs,private equity,829700000.0,2015,7
2611,2015-07-13,satvacart,online grocery,,gurgaon,\\xc2\\xa0palaash ventures,seed,,2015,7
2612,2015-07-14,mysmartprice,online comparison engine,,hyderabad,"accel, helion venture partners",private equity,829700000.0,2015,7
2613,2015-07-14,zenify,residential rental management platform,,bengaluru,atul jalan,seed,,2015,7
2614,2015-07-14,boxmyspace,physical storage warehouses,,mumbai,"ritesh veera, singapore angel network, orios venture partners,",seed,24891000.0,2015,7
2615,2015-07-14,hackerrank,tech recruitment platform,,bengaluru,hr technology fund,private equity,622275000.0,2015,7
2616,2015-07-14,wickedride,bike rental platform,,bengaluru,undisclosed,seed,65546300.0,2015,7
2617,2015-07-14,wowexpress,tech enabled logistics platform,,mumbai,tamarind family private trust,seed,41485000.0,2015,7
2618,2015-07-15,oyo,budget hotel accommodation,,gurgaon,"softbank group, sequoia capital",private equity,8297000000.0,2015,7
2619,2015-07-15,mobikon,restaurant customer engagement platform,,pune,jungle ventures,private equity,190831000.0,2015,7
2620,2015-07-15,instalively.com,live video streaming app,,new delhi,"anupam mittal, anand chandrasekaran, uday shankar, chetan bhagat",seed,,2015,7
2621,2015-07-15,roadrunnr,hyper local logistics platform,,bengaluru,"sequoia capital, nexus venture partners, blume ventures",private equity,912670000.0,2015,7
2622,2015-07-16,ketto,crowd funding platform,,mumbai,"pradyumna dalmia, sudhir rao & others",seed,58079000.0,2015,7
2623,2015-07-17,quikwallet,f&b sector mobile payment platform,,mumbai,snow leopard technology ventures,private equity,132752000.0,2015,7
2624,2015-07-17,omnikart,industrial supplies b2b ecommerce,,mumbai,"sumit gandhi, manish gandhi",seed,8297000.0,2015,7
2625,2015-07-20,zo rooms,online budget hotel chain,,new delhi,"tiger global, orios venture partners.",private equity,1244550000.0,2015,7
2626,2015-07-20,innoviti,payment solutions platform,,bengaluru,"catamaran ventures, new india investment corporation",private equity,402404500.0,2015,7
2627,2015-07-21,zenradius,online hiring platform,,bengaluru,"tracxn labs, deepak singh",seed,,2015,7
2628,2015-07-21,joy by nature,organic food ecommerce,,new delhi,"mumbai angels, vriddhi fund, others",private equity,82970000.0,2015,7
2629,2015-07-22,iqlect,big data & analytics platform,,bengaluru,exfinity venture partners,private equity,165940000.0,2015,7
2630,2015-07-22,degustibus,fine dining restaurant chain,,mumbai,india value fund advisors,private equity,2489100000.0,2015,7
2631,2015-07-23,nestaway,luxury rental homes,,bengaluru,"flipkart, tiger global",private equity,1057867500.0,2015,7
2632,2015-07-23,mswipe,mobile point of sale payment solution,,,"falcon edge capital, meru capital, ola, matrix partners, dsg consumer partners, axis bank",private equity,2074250000.0,2015,7
2633,2015-07-23,myonsto,online grocers,,ahmedabad,jayant bokadia,seed,26550400.0,2015,7
2634,2015-07-23,icrushiflush,casual dating app,,mumbai,idg ventures india,seed,,2015,7
2635,2015-07-23,medgenome,clinical genomics provider,,bengaluru,sequoia capital,private equity,1659400000.0,2015,7
2636,2015-07-23,holidayiq,travel information portal,,bengaluru,makemytrip,private equity,1244550000.0,2015,7
2637,2015-07-23,fitternity,fitness marketplace,,mumbai,exfinity venture partners,private equity,82970000.0,2015,7
2638,2015-07-23,quikr,online & mobile classified listings,,mumbai,"ab kinnevik, falcon edge capital, coatue management",private equity,4978200000.0,2015,7
2639,2015-07-23,jetsetgo,private jet/ helicopter marketplace,,new delhi,yourwecan ventures,seed,,2015,7
2640,2015-07-24,broex,real estate broker network app,,gurgaon,lightspeed india,private equity,82970000.0,2015,7
2641,2015-07-25,shopatplaces,ethnic/ traditional fashion store,,new delhi,indian angel network,seed,,2015,7
2642,2015-07-25,credr,used bikes marketplace,,mumbai,fidelity growth partners,private equity,1244550000.0,2015,7
2643,2015-07-27,managemyspa,spa & salon management software,,hyderabad,accel,private equity,497820000.0,2015,7
2644,2015-07-27,townrush,b2b logistics delivery platform,,bengaluru,lightspeed venture partners,seed,,2015,7
2645,2015-07-27,locus,logistics automation platform,,bengaluru,"growx ventures,\\xc2\\xa0 manish singhal",seed,,2015,7
2646,2015-07-27,bevy,online hiring platform,,bengaluru,varun agarwal & others,seed,,2015,7
2647,2015-07-28,pepperfry,online home decor,,mumbai,"goldman sachs, zodius technology fund, bertelsmann india investments norwest venture partners.",private equity,8297000000.0,2015,7
2648,2015-07-28,flipkart,online marketplace,,bengaluru,steadview capital and existing investors,private equity,58079000000.0,2015,7
2649,2015-07-28,opinio,hyperlocal food & grocery store,,bengaluru,"accel, traxcn labs & others",seed,107861000.0,2015,7
2650,2015-07-28,zoctr,health-tech platform,,mumbai,"sandeep parwal, krishan gupta & others",seed,82970000.0,2015,7
2651,2015-07-29,zimmber,hyperlocal handyman services,,mumbai,"idg ventures india, omidyar network, sherpalo ventures,\\xc2\\xa0 mohandas pai",private equity,165940000.0,2015,7
2652,2015-07-29,truehb,medical tech instruments,,new delhi,"sachin and binny bansal, malvinder and shivinder singh, gurpreet singh & others",seed,199128000.0,2015,7
2653,2015-07-29,zovi.com / little app,hyperlocal deals marketplace,,bengaluru,"paytm, saif partners,\\xc2\\xa0 tiger global management & others",private equity,4148500000.0,2015,7
2654,2015-07-29,swajal,innovative water solutions,,gurgaon,abhishek gupta,private equity,99564000.0,2015,7
2655,2015-07-30,pipa bella,online jewelry store,,mumbai,lionrock capital,private equity,49782000.0,2015,7
2656,2015-07-30,pragmatix,business intelligence & analytics,,mumbai,sidbi venture capital ltd,private equity,199128000.0,2015,7
2657,2015-07-30,droom.in,used vehicle marketplace,,new delhi,"lightbox ventures, beenos",private equity,1327520000.0,2015,7
2658,2015-07-30,madrat games,educational board games,,bengaluru,"kunal bahl, rohit bansal",seed,13938960.0,2015,7
2659,2015-07-30,noodle play,chinese food delivery,,mumbai,"elliot stechman, gautam sinha, ambarish ray",seed,13938960.0,2015,7
2660,2015-07-30,wassup,on-demand laundry & dry cleaning app,,chennai,b s nagesh,private equity,,2015,7
2661,2015-07-30,cartisan,on-demand car services app,,bengaluru,"youwecan ventures,\\xc2\\xa0 aprameya radhakrishna",seed,,2015,7
2662,2015-07-31,lazylad,hyperlocal grocery app,,gurgaon,"jai choi, kiyohiro sugashita, hirokazu",private equity,41485000.0,2015,7
2663,2015-07-31,tripfactory,online curated holiday package bookings,,bengaluru,"aarin capital partners,",private equity,,2015,7
2664,2015-07-31,prothom,hasbro toy manufacturer,,pune,oliphabs capital,private equity,165940000.0,2015,7
2665,2015-07-31,bona vita,travel tech,,gurgaon,makemytrip,private equity,414850000.0,2015,7
2666,2015-01-06,vyomo,beauty and wellness platform,,new delhi,aprameya radhakrishna,seed,,2015,1
2667,2015-01-06,veeba foods,healthy food manufacturer,,new delhi,"dsg consumer partners, saama capital.",private equity,497820000.0,2015,1
2668,2015-01-06,truebil,used car marketplace,,mumbai,"kae capital, anupam mittal",seed,41485000.0,2015,1
2669,2015-01-06,meritnation,online learning platform,,new delhi,infoedge,private equity,331880000.0,2015,1
2670,2015-01-06,eattreatonline,healthy food online community,,new delhi,group of 15 angel investors,seed,29039500.0,2015,1
2671,2015-01-06,credr,used two-wheeler marketplace,,mumbai,growthstory,seed,,2015,1
2672,2015-01-06,glamrs,online fashion video portal,,mumbai,"ventureworks india, blume ventures, batlivala & karani securities, nikunj jhaveri",private equity,82970000.0,2015,1
2673,2015-01-06,proviera,probiotic technology products manufacturer,,chennai,infuse ventures,private equity,45633500.0,2015,1
2674,2015-01-06,arth designbuild,architectural design & consulting,,hyderabad,srinivas tirupati,seed,41485000.0,2015,1
2675,2015-02-06,saama,big data & analytics services,,india/us,carrick capital partners,private equity,2903950000.0,2015,2
2676,2015-02-06,allizhealth,preventive healthcare services,,pune,mumbai angels & other angel investors,seed,29039500.0,2015,2
2677,2015-02-06,karma healthcare,tech-enabled rural healthcare services,,udaipur,ennovent impact investment holding,private equity,,2015,2
2678,2015-03-06,entropy innovations,engineering innovations,,mumbai,mark mobius & 9 other angel investors,seed,,2015,3
2679,2015-03-06,propstack,real estate intelligence platform,,mumbai,dmg information,private equity,248910000.0,2015,3
2680,2015-03-06,mytaxiindia,online car rental affiliates,,new delhi,green house ventures,seed,8297000.0,2015,3
2681,2015-03-06,arkin net,data center software platform,,india/us,nexus venture partners,private equity,1244550000.0,2015,3
2682,2015-03-06,little black book delhi,online city & lifestyle guide,,new delhi,"rajan anandan, niraj singh, sachin bhatia, singapore angel network & aseem vadehra",seed,12445500.0,2015,3
2683,2015-03-06,mypoolin,p2p payments platform,,new delhi,"sharad sharma, rajan anandan, sunil kalra, amit ranjan, rohan malhotra,\\xc2\\xa0 arjun malhotra, gautam gandhi",seed,,2015,3
2684,2015-03-06,icustomadeit,bespoke merchandize marketplace,,pune,"virendra shahney, dr paresh doshi",seed,20742500.0,2015,3
2685,2015-03-06,kaaryah,women lifestyle marketplace,,gurgaon,ratan tata,seed,,2015,3
2686,2015-04-06,ecom express,logistics solution provider,,new delhi,warburg pincus,private equity,11366890000.0,2015,4
2687,2015-04-06,vidooly,video intelligence platform,,noida,bessemer venture partners,private equity,82970000.0,2015,4
2688,2015-04-06,zopper,hyperlocal shopping app,,mumbai,"tiger global,\\xc2\\xa0 nirvana ventures advisors",private equity,1659400000.0,2015,4
2689,2015-04-06,flipkart,ecommerce platform,,bengaluru,morgan stanley,private equity,4148500000.0,2015,4
2690,2015-05-06,kwatt solutions,renewable energy solutions,,mumbai,,seed,41485000.0,2015,5
2691,2015-05-06,medwell ventures,healthcare\\nservice provider,,bengaluru,"fidelity growth partners, fidelity biosciences",private equity,829700000.0,2015,5
2692,2015-05-06,jugnoo,auto rickshaw based services,,chandigarh,"snow leopard, paytm",private equity,414850000.0,2015,5
2693,2015-08-06,postergully,artist / designer marketplace,,new delhi,"natarajan iyer,rajesh sawhney,\\xc2\\xa0 & other angel investors.",seed,,2015,8
2694,2015-08-06,applied solar technologies,off-grid solar power,,mumbai,"future fund,bessemer venture, capricorn investment and ifc",private equity,3318800000.0,2015,8
2695,2015-09-06,clovia,private label lingerie ecommerce,,new delhi,ivycap ventures,private equity,414850000.0,2015,9
2696,2015-09-06,swiggy,online food ordering,,bengaluru,"norwest venture partners, saif partners, accel",private equity,1369005000.0,2015,9
2697,2015-09-06,paymango,mobile commerce platform,,gurgaon,group of angel investors,seed,19414980.0,2015,9
2698,2015-09-06,printland,online printing services,,new delhi,sidbi venture capital ltd,private equity,,2015,9
2699,2015-09-06,teritree,digital marketing services,,bengaluru,kcl,seed,11615800.0,2015,9
2700,2015-10-06,guiddoo,travel guide mobile app,,mumbai,"pawan borle, svp fly dubai & others",seed,,2015,10
2701,2015-10-06,voonik,fashion ecommerce store,,bengaluru,"sequoia capital, seedfund",private equity,414850000.0,2015,10
2702,2015-11-06,adstringo,mobile compression software,,mumbai,"arihant patni, vishal khare,\\xc2\\xa0 viswanath ramachandran",seed,29039500.0,2015,11
2703,2015-11-06,faircent.com,peer to peer lending platform,,gurgaon,m&s partners pte. ltd,seed,20742500.0,2015,11
2704,2015-12-06,la renon,global healthcare products,,ahmedabad,sequoia capital,private equity,1327520000.0,2015,12
2705,2015-06-15,homelane,home furnishing solutions,,bengaluru,sequoia capital,private equity,4148500000.0,2015,6
2706,2015-06-15,istar,skill training & placement platform,,bengaluru,unitus seed fund,private equity,,2015,6
2707,2015-06-15,shippr,intra-city logistics service,,bengaluru,i2india pvt ltd,seed,41485000.0,2015,6
2708,2015-06-16,foodabhi,online tiffin service aggregator,,mumbai,group of angel investors,seed,,2015,6
2709,2015-06-16,karma recycling,electronic goods recycling service,,delhi,"infuse ventures, low carbon enterprise fund",private equity,,2015,6
2710,2015-06-16,couponraja,online coupon & comparison platform,,mumbai,"mahesh pratapneni, pallab chatterjee & others",seed,41485000.0,2015,6
2711,2015-06-17,babychakra,parents & kids online platform,,mumbai,"mumbai angels, patni family office, singapore angel network, karan maheshwari, jatin aneja, kishor ganji, roopa nath",seed,,2015,6
2712,2015-06-17,jiffstore,online grocery platform,,bengaluru,"unitus seed fund, times internet",seed,,2015,6
2713,2015-06-17,mydentist,dental clinic chain,,mumbai,"lgt group, asian healthcare fund, seedfund",private equity,680354000.0,2015,6
2714,2015-06-18,moovo,on-demand logistics service,,new delhi,youwecan ventures,seed,,2015,6
2715,2015-06-18,fracktal works,3d printer manufacturer,,bengaluru,neoteric infomatique limited,private equity,248910000.0,2015,6
2716,2015-06-18,hansa customer equity,it / customer engagement consulting,,mumbai,ask pravi,private equity,414850000.0,2015,6
2717,2015-06-18,healthifyme,health & fitness app,,bengaluru,"gopal srinivasan, sashi reddy, amit gupta, pallav nadhani",private equity,,2015,6
2718,2015-06-18,cakart.in,online education marketplace,,bengaluru,sunil maheshwari & group of investors,seed,,2015,6
2719,2015-06-19,housejoy,home services marketplace,,bengaluru,matrix partners,private equity,331880000.0,2015,6
2720,2015-06-19,fundsindia.com,financial services platform,,chennai,"faering capital, foundation capital, inventus capital partners",private equity,912670000.0,2015,6
2721,2015-06-20,cupick,social network for artists,,bengaluru,group of angel investors from us/india,seed,9956400.0,2015,6
2722,2015-06-20,tracxn,startup funding platform,,bengaluru,"sachin bansal, bunny bansal & other investors",private equity,829700000.0,2015,6
2723,2015-06-21,holachef,food delivery platform,,mumbai,"kalaari capital, india quotient",private equity,257207000.0,2015,6
2724,2015-06-22,elong,data driven recruitment recommendation,,bengaluru,"kunal bahl, rohit bansal, blume ventures, phanindra sama, raju reddy",private equity,414850000.0,2015,6
2725,2015-06-22,ixigo,travel search engine,,gurgaon,micromax informatics,private equity,,2015,6
2726,2015-06-22,skillangels,brain games platform,,chennai,sprout angels llp,seed,,2015,6
2727,2015-06-22,vidgyor,video advertisement platform,,bengaluru,angelprime,seed,41485000.0,2015,6
2728,2015-06-22,banihal,algorithmic match making platform,,india/us,dr david cheriton,seed,,2015,6
2729,2015-06-23,goodservice,mobile chat based concierge service,,new delhi,sequoia capital,private equity,132752000.0,2015,6
2730,2015-06-23,treebo,online budget hotel booking service,,bengaluru,"matrix partners india, saif partners",private equity,497820000.0,2015,6
2731,2015-06-23,edukart,online education marketplace,,new delhi,"holostik group, youwecan ventures, 500 startups, vijay shekhar sharma, manish kheterpal, amit patni",private equity,82970000.0,2015,6
2732,2015-06-23,healthians,preventive healthcare services,,hyderabad,youwecan ventures,seed,,2015,6
2733,2015-06-24,labinapp,science learning app,,bengaluru,unitus seed fund,seed,,2015,6
2734,2015-06-24,syona cosmetics,beauty and wellness platform,,chennai,chennai angels,seed,,2015,6
2735,2015-06-24,sigrid education,online education platform,,noida,oliphans capital,seed,,2015,6
2736,2015-06-24,indix,saas product intelligence platform,,,"nokia growth partners, nexus venture partners, avalon ventures",private equity,1244550000.0,2015,6
2737,2015-06-24,the porter,logistics tech,,mumbai,"sequoia capital, kae capital, anupam mittal, sandeep tandon",private equity,456335000.0,2015,6
2738,2015-06-24,retention.ai,app analytics platform,,bengaluru,"mercury fund, anshu sharma, pratyush prasanna, robert winters & others",seed,41485000.0,2015,6
2739,2015-06-25,fusion microfinance,micro finance platform,,new delhi,"development finance institution belgian investment company, oikocredit",private equity,713542000.0,2015,6
2740,2015-06-25,zinka,freight logistics platform,,bengaluru,"accel, flipkart",private equity,497820000.0,2015,6
2741,2015-06-26,creditmantri,credit management services,,chennai,"idg ventures india, elevar equity, accion venture lab",private equity,207425000.0,2015,6
2742,2015-06-26,getmypeon,hyperlocal handyman services,,mumbai,"saif partners,accel",seed,20742500.0,2015,6
2743,2015-06-29,urban company,hyperlocal services marketplace,,new delhi,"saif partners,\\xc2\\xa0 accel",private equity,829700000.0,2015,6
2744,2015-06-29,stayglad,beauty services mobile marketplace,,bengaluru,"tracxn labs, sahil barua",seed,,2015,6
2745,2015-06-29,adwyze,marketing / advertising automation platform,,bengaluru,mape advisory,seed,82970000.0,2015,6
2746,2015-06-29,zimmber,hyperlocal handyman services,,mumbai,"naveen tiwari, mohit saxena, amit gupta, piyush shah, manish dugar",seed,33188000.0,2015,6
2747,2015-06-30,buttercups,online lingerie platform,,bengaluru,"kanwaljit singh, angie mahtaney, manoj varghese",seed,,2015,6
2748,2015-06-30,railyatri,railways information mobile app,,bengaluru,"helion ventures, omidiyar network, blume ventures and ujama",private equity,,2015,6
2749,2015-06-30,aagaar.com,hyperlocal grocery delivery,,gurgaon,group of investors,seed,,2015,6
2750,2015-06-30,flatchat,flat rental mobile app,,bengaluru,commonfloor,private equity,207425000.0,2015,6
2751,2015-06-30,mycfo,wealth management platform,,mumbai,sameer koticha,private equity,124455000.0,2015,6
2752,2015-01-05,foodpanda,online food delivery,,gurgaon,"goldman sachs, rocket internet",private equity,8297000000.0,2015,1
2753,2015-01-05,termsheet,fund raising platform,,chennai,"anand vijay, nipun dureja, satyajit heeralal, keith rodricks, gaurav lochan, azmul haque, nikhil bagri",seed,8297000.0,2015,1
2754,2015-04-05,applicate,workforce management software,,bengaluru,"rishi vasudev, amit gupta, rajiv nayan",seed,45633500.0,2015,4
2755,2015-04-05,world art community,online art marketplace,,gurgaon,viraj tyagi & others,seed,16594000.0,2015,4
2756,2015-04-05,spoonjoy,online food delivery,,bengaluru,saif partners,seed,82970000.0,2015,4
2757,2015-05-05,seed schools,affordable education,,hyderabad,acumen fund,seed,53930500.0,2015,5
2758,2015-05-05,ignis careers,career development,,hyderabad,acumen fund,seed,20742500.0,2015,5
2759,2015-05-05,square yards,real estate advisory,,gurgaon,undisclosed,private equity,497820000.0,2015,5
2760,2015-05-05,fintellix,banking analytics platform,,bengaluru,"idg ventures, sequoia capital",private equity,1244550000.0,2015,5
2761,2015-05-05,customer360,customer engagement platform,,mumbai,vishwas patel,seed,,2015,5
2762,2015-06-05,delhivery,ecommerce logistics,,gurgaon,"tiger global management, multiples alternate asset management, nexus venture partners, times internet",private equity,7052450000.0,2015,6
2763,2015-06-05,swiggy,online food delivery,,bengaluru,norwest venture partners,private equity,1244550000.0,2015,6
2764,2015-07-05,uniphore,speech recognition solutions,,chennai,"idg ventures, kris gopalakrishnan",private equity,,2015,7
2765,2015-07-05,box8,online food delivery,,mumbai,mayfield ventures,private equity,290395000.0,2015,7
2766,2015-07-05,toppr,online education platform,,mumbai,"fidelity growth partners india, saif partners,\\xc2\\xa0 helion ventures",private equity,829700000.0,2015,7
2767,2015-07-05,vedantu,online education platform,,bengaluru,"accel, tiger global",private equity,414850000.0,2015,7
2768,2015-08-05,buyhatke,online product comparison,,bengaluru,"s.gopalakrishnan, beenos",seed,82970000.0,2015,8
2769,2015-08-05,kleverkid,online education platform,,new delhi,aarin capital partners,seed,,2015,8
2770,2015-08-05,uniken,online security platform,,pune,exfinity ventures,private equity,165940000.0,2015,8
2771,2015-08-05,grandopinion,online medical diagnostic,,new delhi,florida based angel investor,seed,12445500.0,2015,8
2772,2015-08-05,healthifyme,health & fitness app,,bengaluru,micromax informatics,private equity,,2015,8
2773,2015-12-05,zapstitch,cloud data integration platform,,bengaluru,"helion venture partners, orios venture partners",private equity,165940000.0,2015,12
2774,2015-12-05,wassup,mobile laundry cleaning service,,chennai,"arun chandra mohan, praveen sinha",private equity,165940000.0,2015,12
2775,2015-12-05,mobiefit,mobile fitness app,,goa,prototyze,seed,,2015,12
2776,2015-12-05,plancess,online education platform,,mumbai,"rajendra gogri,\\xc2\\xa0 chandrakant gogri",seed,165940000.0,2015,12
2777,2015-12-05,workhorse,service-on-demand mobile app,,mumbai,undisclosed,seed,,2015,12
2778,2015-05-13,innovaccer,intelligent data analytics,,noida,"rajan anandan, teru sato, aneesh reddy, venkatesh valluri",seed,,2015,5
2779,2015-05-13,mycuteoffice,online office rental,,mumbai,lead angels,seed,,2015,5
2780,2015-05-14,indianroots.com,lifestyle ecommerce portal,,gurgaon,kjs group,private equity,414850000.0,2015,5
2781,2015-05-14,redpolka,online fashion aggregator,,mumbai,undisclosed,seed,20742500.0,2015,5
2782,2015-05-15,venturesity,online job skills showcase,,bengaluru,"phanindra sama, jay sethuram, hemant kanakia, ravi trivedi",seed,22401900.0,2015,5
2783,2015-05-18,thebetterindia.com,online news media,,bengaluru,mohandas pai,seed,,2015,5
2784,2015-05-18,awaaz de,enterprise communication platform,,ahmedabad,samir shah,seed,,2015,5
2785,2015-05-19,chaayos,offline tea chain,,new delhi,tiger global management,private equity,82970000.0,2015,5
2786,2015-05-19,akosha,business messaging app,,new delhi,sequoia capital,private equity,1327520000.0,2015,5
2787,2015-05-19,cooey,health mobile app,,bengaluru,subhash goyal,seed,38995900.0,2015,5
2788,2015-05-19,meetuniv,online ed-tech platform,,noida,peesh venture capital,seed,82970000.0,2015,5
2789,2015-05-19,inspirock,online travel planning,,,makemytrip innovation fund,private equity,,2015,5
2790,2015-05-19,crown-it,hyperlocal mobile marketplace,,gurgaon,"accel, helion venture partners",private equity,456335000.0,2015,5
2791,2015-05-19,trucksfirst,trucking logistic operations,,gurgaon,saif partners,private equity,829700000.0,2015,5
2792,2015-05-20,lookup,b2c messaging app,,bengaluru,biz stone,private equity,248910000.0,2015,5
2793,2015-05-21,sunterrace,rooftop solar plants,,new delhi,sunergy investors,private equity,,2015,5
2794,2015-05-22,nudgespot,customer engagement platform,,bengaluru,"kae capital, anoop goyal, mike shah, va sastry",seed,51856250.0,2015,5
2795,2015-05-22,cardekho,online car portal,,jaipur,hdfc bank,private equity,,2015,5
2796,2015-05-22,eveningflavors,online table reservation,,bengaluru,sandiep shrivatsava,seed,41485000.0,2015,5
2797,2015-05-25,razorpay,online payment gateway,,bengaluru,punit soni,seed,,2015,5
2798,2015-05-25,zenparent,parents focused web content,,bengaluru,i2india ventures,seed,41485000.0,2015,5
2799,2015-05-25,newgen payments,payments solution provider,,new delhi,jan manten,seed,,2015,5
2800,2015-05-26,urbanpro,on-demand service marketplace,,bengaluru,nirvana venture advisors,private equity,165940000.0,2015,5
2801,2015-05-26,goodbox,on-demand business messaging,,bengaluru,manipal group,seed,16594000.0,2015,5
2802,2015-05-26,renderlogy,online home decor,,hyderabad,astarc ventures,private equity,82970000.0,2015,5
2803,2015-05-27,postman,api workflow platform,,bengaluru,nexus venture partners,seed,82970000.0,2015,5
2804,2015-05-27,casa2inns,affordable hotel booking online,,new delhi,"accel, kalaari capital",private equity,414850000.0,2015,5
2805,2015-05-27,fleetrover,logistics intelligence,,goa,"tim chen, sanjay venkat",seed,14934600.0,2015,5
2806,2015-05-28,thekarrier,last mile logistics,,bengaluru,"sol primero, outbox ventures, nikunj jain",seed,19912800.0,2015,5
2807,2015-05-28,zoomcar,self-driven car rental,,bengaluru,sequoia capital,private equity,414850000.0,2015,5
2808,2015-05-28,truweight,weight management service,,hyderabad,kalaari capital,private equity,,2015,5
2809,2015-05-30,ather energy,electric scooter manufacturer,,bengaluru,tiger global,private equity,995640000.0,2015,5
2810,2015-03-04,swiggy,online food delivery,,bengaluru,"accel, saif partners",private equity,165940000.0,2015,3
2811,2015-04-04,bluegape,web content publishing,,gurgaon,"rudy gopalakrishnan, ah! ventures",seed,16594000.0,2015,4
2812,2015-04-04,keeptrax,location based app,,india/us,,seed,82970000.0,2015,4
2813,2015-06-04,instalively,video streaming,,new delhi,"rajesh sawheny , rajan anandan, amit ranjan, niraj singh, aecal, meraevents.",seed,9956400.0,2015,6
2814,2015-07-04,pricejugaad,price comparison,,hyderabad,"amit tyagi, sandeep acharya & others",seed,13690050.0,2015,7
2815,2015-07-04,quikr,online classifieds,,mumbai,"tiger global, investment ab kinnevik, steadview capital",private equity,12445500000.0,2015,7
2816,2015-07-04,pressplay,travel entertainment,,new delhi,"sequoia capital, jason hirschhorn, jarett posner, and amit bhatiani",seed,182534000.0,2015,7
2817,2015-07-04,loginext,logistics tech,,mumbai,"ajit surana, sanjay mehta",seed,,2015,7
2818,2015-08-04,firstcry.com,ecommerce,,pune,"silicon valley ventures, nea ventures, valiant capital, idg ventures india,\\xc2\\xa0 saif partners, vertex ventures",private equity,829700000.0,2015,8
2819,2015-08-04,mobikwik,digital / mobile wallet,,gurgaon,"tree line asia, cisco investments, american express, sequoia capital",private equity,2074250000.0,2015,8
2820,2015-08-04,olacabs,cab aggregator,,bengaluru,"dst global, steadview capital, tiger global, accel & others",private equity,33188000000.0,2015,8
2821,2015-09-04,gadgetwood,device repair svcs,,new delhi,"ajai chowdhry, ashvin chadha, yogesh bansal,\\nnitin singhal & others",seed,16594000.0,2015,9
2822,2015-09-04,bonhomia,premium beverages,,new delhi,"kanwaljit singh, shripad nadkarni, sarvesh shahra & others",seed,165940000.0,2015,9
2823,2015-09-04,changer mints,digital / mobile wallet,,kolkata,hyderabad based investor,seed,13690050.0,2015,9
2824,2015-09-04,urban ladder,online furnishing\\necommerce,,bengaluru,"sequoia capital, tr capital, steadview capital, saif partners, kalaari capital",private equity,4148500000.0,2015,9
2825,2015-09-04,purple squirrel,ed-tech,,mumbai,"matrix partners india, india quotient",private equity,,2015,9
